,mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,Speed_mean,Speed_std,Speed_median,Speed_max,Speed_min,Speed_mode,ROT_mean,ROT_std,ROT_median,ROT_max,ROT_min
0,538005553,9436393,0,BRENTHOLMEN,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,22,126,18,11,11,0,11.2181906261354,1.8755473286406898,11.6,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
1,209223000,9246918,0,AMETHYST,,Oil products tanker,Tanker,,,93,-1,-1,-1,-1,-1,13,74,19,7,6,0,10.365425469521812,2.6626295713945667,11.1,51.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0
2,248595000,9198290,0,ANGELICA AN,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,16,16,0,12.338601271571298,1.0180861929746687,12.9,13.5,9.4,13.0,0.7009990917347865,4.042907246142096,0.0,27.9,-11.4
3,211333700,9212345,0,FINJA,,Oil products tanker,Tanker,,,68,-1,-1,-1,-1,-1,12,58,10,7,5,0,7.972159065931651,2.7043739623070864,8.7,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
4,219083000,9221267,0,TERNVIK,,Oil products tanker,Tanker,,,141,-1,-1,-1,-1,-1,22,115,26,11,11,0,11.429756189296224,1.4671805130899864,11.5,15.4,0.0,12.0,0.0,0.0,0.0,0.0,0.0
5,538007390,9780251,0,FRONT CASTOR,,Oil products tanker,Tanker,,,251,-1,-1,-1,-1,-1,44,214,37,17,27,0,12.088973422396224,2.2554387280772445,12.3,91.2,0.3,14.0,0.006157043973119679,3.7397046044916737,0.0,27.9,-30.2
6,566915000,9242326,0,MTM MANILA,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,150,33,12,20,0,11.187701274325793,1.8091208577304276,11.7,51.2,1.7,12.0,3.951397806974217e-05,0.003975624633676685,0.0,0.4,0.0
7,219081000,9277371,0,TERNVAG,,Oil products tanker,Tanker,,,141,-1,-1,-1,-1,-1,22,113,28,16,6,0,11.809759493533194,3.984942320450517,13.1,16.3,0.0,14.0,-0.06532616853944806,3.838766109591907,0.0,61.1,-37.5
8,215193000,9506693,0,GOLD POINT,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,16,16,0,11.071682075753056,1.690554203866182,11.6,12.7,4.5,12.0,0.28094243960632265,4.520644903340691,0.0,40.2,-42.9
9,245405000,9402653,0,STAR CURACAO,,Oil products tanker,Tanker,,,110,-1,-1,-1,-1,-1,14,93,17,7,7,0,10.52817283531933,2.732072636526196,11.2,24.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
10,219018272,9308900,0,PACIFIC,,Oil products tanker,Tanker,,,115,-1,-1,-1,-1,-1,17,91,24,9,8,0,11.49333913333651,3.6188119212824335,12.7,15.8,0.0,14.0,-0.15955332030318922,7.015649318493801,0.0,98.6,-90.4
11,538007533,9327360,0,ADVANTAGE PARTY,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,27,147,36,22,5,0,10.082932072665027,4.931318280725615,12.2,16.9,0.0,12.0,0.0,0.0,0.0,0.0,0.0
12,241604000,9787182,0,MINERVA ZENOBIA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,214,36,28,16,0,10.81639937920331,1.7727175632376937,11.5,13.0,5.4,12.0,0.051448525607863435,2.6661741341934304,0.0,27.9,-23.6
13,218779000,9628489,0,ANNIKA,,Oil products tanker,Tanker,,,73,-1,-1,-1,-1,-1,12,57,16,4,8,0,7.474076073213903,4.077909752700212,9.3,13.4,0.0,10.0,0.020152464128947757,10.292752373879232,0.0,166.1,-231.4
14,356075000,9397793,0,SHANGHAI DAWN,,Oil products tanker,Tanker,,,246,-1,-1,-1,-1,-1,42,206,40,17,25,0,11.392281616688395,1.318231521686898,11.3,15.5,5.4,11.0,0.0,0.0,0.0,0.0,0.0
15,218292000,9423449,0,SEAPIKE,,Oil products tanker,Tanker,,,200,-1,-1,-1,-1,-1,32,167,33,16,16,0,12.275948709536307,1.0648157307044623,12.3,15.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
16,218057000,9380477,0,SEASPRAT,,Oil products tanker,Tanker,,,188,-1,-1,-1,-1,-1,32,164,24,16,16,0,12.063468836930332,2.8564713626137888,12.4,18.6,0.0,12.0,0.0,0.0,0.0,0.0,0.0
17,565580000,9240897,0,TORM GERD,,Oil products tanker,Tanker,,,185,-1,-1,-1,-1,-1,32,154,31,8,24,0,12.43637875069274,2.9556617162394887,13.3,16.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
18,248536000,9158161,0,LOVELY LADY,,Oil products tanker,Tanker,,,182,-1,-1,-1,-1,-1,32,156,26,25,7,0,11.866872152238006,2.094179691085923,12.5,15.0,3.1,13.0,0.0,0.0,0.0,0.0,0.0
19,255806192,9327047,0,AGNES ESSBERGER,,Oil products tanker,Tanker,,,126,-1,-1,-1,-1,-1,19,110,16,9,10,0,10.73899047531404,2.8810171792711667,11.7,14.4,0.0,12.0,-0.002564763263240234,1.7426912596129671,0.0,61.1,-42.9
20,236668000,9020429,0,KEY WEST,,Oil products tanker,Tanker,,,90,-1,-1,-1,-1,-1,14,74,16,10,4,0,12.208905248159585,2.85134981675781,13.1,15.3,0.0,14.0,0.6583630174938652,13.960923466766094,0.0,511.1,-251.1
21,230964000,9255282,0,FUTURA,,Oil products tanker,Tanker,,,170,-1,-1,-1,-1,-1,24,135,35,12,12,0,12.08869888723912,1.3780377589778754,12.0,17.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
22,220018000,8416786,0,ORANESS,,Oil products tanker,Tanker,,,79,-1,-1,-1,-1,-1,13,64,15,8,5,0,7.384562553722212,3.602541379012264,8.5,15.6,0.0,10.0,0.0,0.0,0.0,0.0,0.0
23,477547300,9387920,0,AEGEAN WAVE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,150,33,8,24,0,11.862772925764194,1.6209421690624195,12.4,13.9,6.3,13.0,0.0,0.0,0.0,0.0,0.0
24,220498000,9322712,0,BRO NORDBY,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,110,34,12,11,0,7.1370247077970115,4.553268673595809,7.7,12.6,0.0,0.0,0.01927060216008285,2.931728026789425,0.0,40.2,-30.2
25,246823000,9480992,0,URSULA ESSBERGER,,Oil products tanker,Tanker,,,99,-1,-1,-1,-1,-1,17,80,19,8,9,0,10.650242012412702,3.1207608472256663,11.6,16.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
26,220620000,9390769,0,TORM LENE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,161,22,26,6,0,11.625548504079786,2.79008148484242,12.3,15.9,0.0,12.0,0.0,0.0,0.0,0.0,0.0
27,266266000,9371878,0,ASTRAL,,Oil products tanker,Tanker,,,130,-1,-1,-1,-1,-1,20,105,25,19,1,0,10.373441439659858,2.2507875690647268,11.2,13.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0
28,235113758,9724544,0,BRITISH NIMBUS,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,23,9,0,11.697757959868733,1.7731886078489134,11.9,16.0,0.0,12.0,0.20455422230015785,4.5508885399877235,0.0,37.5,-48.6
29,374558000,9280196,0,SUKRAN C,,Oil products tanker,Tanker,,,97,-1,-1,-1,-1,-1,14,85,12,4,10,0,9.153824307119773,2.4577746111587038,9.9,11.6,0.0,10.0,0.0,0.0,0.0,0.0,0.0
30,538005391,9697600,0,STI CONNAUGHT,,Oil products tanker,Tanker,,,256,-1,-1,-1,-1,-1,43,214,42,29,14,0,12.137668030391586,1.0301014722227189,12.6,13.6,8.4,13.0,0.0,0.0,0.0,0.0,0.0
31,211688230,0,0,EVENTUM,,Oil products tanker,Tanker,,,86,-1,-1,-1,-1,-1,10,86,0,10,0,0,1.0593900634753972,2.5064711495203325,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,538003352,9397327,0,AL KHARAITIYAT,,Oil products tanker,Tanker,,,315,-1,-1,-1,-1,-1,50,250,65,35,15,0,15.780362641122133,2.016003951697825,16.0,19.8,7.3,16.0,-0.007594936708860749,2.0452966049792503,0.0,25.7,-23.6
33,219571000,9274654,0,MAERSK EDWARD,,Oil products tanker,Tanker,,,186,-1,-1,-1,-1,-1,31,154,32,20,11,0,12.352902133423633,1.2490840499359186,12.4,15.6,4.7,12.0,0.0,0.0,0.0,0.0,0.0
34,266476000,9410519,0,NEPTUNUS,,Oil products tanker,Tanker,,,119,-1,-1,-1,-1,-1,17,96,23,15,2,0,9.947015438012944,4.7376824712108965,12.3,18.5,0.0,13.0,0.0,0.0,0.0,0.0,0.0
35,566579000,9725639,0,HAFNIA SUNDA,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,28,149,35,22,6,0,11.997705738632979,1.8753416691663836,12.3,63.4,0.0,12.0,0.16988707466777905,3.949994522132733,0.0,51.6,-48.6
36,236283000,9268277,0,PAUL E,,Oil products tanker,Tanker,,,120,-1,-1,-1,-1,-1,17,100,20,7,10,0,10.233120015752684,3.937018755521652,11.1,16.8,0.0,11.0,0.0,0.0,0.0,0.0,0.0
37,248043000,9480368,0,AMUR STAR,,Oil products tanker,Tanker,,,128,-1,-1,-1,-1,-1,20,109,19,9,11,0,9.961515288447057,2.7126178157214187,10.5,12.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0
38,219082000,9232955,0,TERNHAV,,Oil products tanker,Tanker,,,141,-1,-1,-1,-1,-1,22,115,26,19,3,0,11.287335150033964,2.094245178781113,11.6,14.8,0.0,12.0,-0.19596708075989105,3.392961296419493,0.0,51.6,-54.7
39,256448000,9476824,0,HAFNIA LEO,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,146,37,6,26,0,12.491530718500524,1.2546404627659344,12.5,14.5,7.0,12.0,0.38615064213814654,6.468442556049343,0.0,42.9,-40.2
40,255803560,9344320,0,M/T NARCEA,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,15,77,23,9,6,0,9.75590892878374,2.7074791653506614,10.7,13.3,0.0,11.0,0.0,0.0,0.0,0.0,0.0
41,212182000,9299862,0,BALTIC ADVANCE,,Oil products tanker,Tanker,,,181,-1,-1,-1,-1,-1,27,147,34,16,11,0,11.597132578785713,3.0559126651110287,12.4,16.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0
42,538003450,9394959,0,SEAWAYS YOSEMITE,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,210,40,12,32,0,12.131713911191218,1.7430391448459241,11.7,14.8,7.5,11.0,0.0,0.0,0.0,0.0,0.0
43,257159000,8920282,0,LISTRAUM,,Oil products tanker,Tanker,,,101,-1,-1,-1,-1,-1,18,11,90,11,7,0,11.373295599013893,2.601493864812443,12.1,15.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
44,564739000,9439826,0,EVA SCHULTE,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,25,120,25,10,15,0,10.010028475418023,3.1277588385456045,11.2,13.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0
45,257772000,9278507,0,STAVANGER BREEZE,,Oil products tanker,Tanker,,,182,-1,-1,-1,-1,-1,32,149,33,10,22,0,11.259604957397368,1.5855067966032104,11.4,13.8,2.9,11.0,0.0,0.0,0.0,0.0,0.0
46,229831000,9403906,0,NORDIC HENRIETTE,,Oil products tanker,Tanker,,,106,-1,-1,-1,-1,-1,17,73,33,16,1,0,11.07898313027179,2.8668529572629233,12.0,14.2,0.0,12.0,0.0,0.0,0.0,0.0,0.0
47,240290000,9288708,0,DELTA VICTORY,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,46,212,37,27,19,0,11.185923241047787,1.57355778475855,11.8,13.4,5.7,12.0,0.0,0.0,0.0,0.0,0.0
48,220442000,9336696,0,ORAHOLM,,Oil products tanker,Tanker,,,107,-1,-1,-1,-1,-1,16,91,16,14,2,0,12.812978335233748,3.7574077744186014,14.1,17.4,0.0,14.0,0.0,0.0,0.0,0.0,0.0
49,636017417,9761164,0,NAVIGATOR LUGA,,Oil products tanker,Tanker,,,160,-1,-1,-1,-1,-1,26,126,34,20,6,0,13.810005773901965,3.0171090205212003,14.6,18.2,0.0,15.0,0.0,0.0,0.0,0.0,0.0
50,249598000,9447067,0,SELENKA,,Oil products tanker,Tanker,,,132,-1,-1,-1,-1,-1,19,104,28,16,3,0,11.890802738607455,3.3092824560556533,12.9,16.6,0.0,14.0,-1.0202600420841053,8.768147906756656,-1.1,42.9,-48.6
51,477617300,9464560,0,ATLANTIC SYMPHONY,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,28,149,35,20,8,0,12.528127826349108,1.197281006088251,12.6,13.9,0.0,12.0,0.0,0.0,0.0,0.0,0.0
52,248902000,9379612,0,FOS DA VINCI,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,208,41,27,17,0,11.721858071505956,0.9831837289233829,12.0,13.3,8.8,12.0,-0.15736728060671726,2.8040479317528546,0.0,21.6,-21.6
53,255804460,9480980,0,JOHANN ESSBERGER,,Oil products tanker,Tanker,,,98,-1,-1,-1,-1,-1,16,78,20,8,8,0,10.154549273586557,2.4802237373652103,10.9,13.8,0.0,12.0,0.0,0.0,0.0,0.0,0.0
54,219011922,9341419,0,SCANDINAVIA,,Oil products tanker,Tanker,,,83,-1,-1,-1,-1,-1,13,68,15,7,6,0,7.446824679197367,4.481449881413237,9.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,249080000,9260847,0,SCOT LEIPZIG,,Oil products tanker,Tanker,,,117,-1,-1,-1,-1,-1,18,90,27,11,7,0,11.383811630781373,4.063039533554662,12.8,16.9,0.0,14.0,0.0,0.0,0.0,0.0,0.0
56,370756000,9555292,0,T MATTERHORN,,Oil products tanker,Tanker,,,180,-1,-1,-1,-1,-1,32,147,33,12,20,0,10.52028558125097,2.8931562208164583,11.7,14.4,2.1,12.0,0.0,0.0,0.0,0.0,0.0
57,538007848,9829899,0,NAVIG8 PRIDE_LHJ,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,212,38,29,15,0,11.909891031014247,0.8301524669377301,12.1,13.0,7.7,12.0,0.5271863649063984,4.718362165229955,0.0,27.9,-30.2
58,229192000,9318230,0,PALLAS GLORY,,Oil products tanker,Tanker,,,93,-1,-1,-1,-1,-1,14,69,24,11,3,0,7.705194931773878,4.022701584171614,9.5,13.7,0.0,11.0,0.0,0.0,0.0,0.0,0.0
59,538007532,9327384,0,ADVANTAGE POINT,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,27,149,34,22,5,0,3.9698376015849095,5.694587496179893,0.0,77.2,0.0,0.0,3.9269354392179117e-07,0.00028024758479665486,0.0,0.2,0.0
60,636015736,9655509,0,SIBUR VORONEZH,,Oil products tanker,Tanker,,,159,-1,-1,-1,-1,-1,25,125,34,10,15,0,14.77078078564867,2.014205438641948,15.2,18.6,0.0,15.0,0.2691111471335171,3.318730505150807,0.0,42.9,-32.5
61,248993000,9309435,0,MINERVA ALICE,,Oil products tanker,Tanker,,,253,-1,-1,-1,-1,-1,44,209,44,24,20,0,11.540406512022448,1.6503131991525828,11.8,16.5,4.5,12.0,0.004391373854034128,2.874675434810013,0.0,25.7,-25.7
62,538005405,9696553,0,STI ACTON,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,150,34,21,6,0,12.205697812663796,1.713710847628901,12.4,17.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
63,247604000,9220354,0,TURCHESE,,Oil products tanker,Tanker,,,136,-1,-1,-1,-1,-1,21,105,31,12,9,0,11.407896865193619,3.104905413516497,12.4,16.4,0.0,12.0,0.02970867975801495,6.4846342093235965,0.0,82.5,-75.0
64,247245200,9396737,0,ISOLA BIANCA,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,153,30,15,17,0,12.245700245700245,2.067207078691089,12.9,14.1,4.1,13.0,0.0,0.0,0.0,0.0,0.0
65,215064000,9344198,0,B GAS MARINER,,Oil products tanker,Tanker,,,88,-1,-1,-1,-1,-1,15,71,17,12,3,0,7.817642127724432,2.1954732000224353,6.9,11.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0
66,220546000,9350757,0,JUTLANDIA SWAN,,Oil products tanker,Tanker,,,147,-1,-1,-1,-1,-1,23,123,24,7,16,0,10.150999219252949,3.2674637365614854,11.5,13.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0
67,310654000,9592214,0,STENA SUNRISE,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,48,233,41,25,23,0,10.364489694561707,2.645421904649706,11.1,13.3,4.6,11.0,0.0,0.0,0.0,0.0,0.0
68,258764000,9331098,0,BERGEN TROLL,,Oil products tanker,Tanker,,,59,-1,-1,-1,-1,-1,11,50,9,7,4,0,6.064516018208367,3.1631322521941896,7.4,22.6,0.0,8.0,0.0,0.0,0.0,0.0,0.0
69,212947000,9156981,0,ROSSINI,,Oil products tanker,Tanker,,,94,-1,-1,-1,-1,-1,12,77,17,8,4,0,9.63178449453552,2.8755639693596615,10.7,51.2,0.0,11.0,6.830601092896175e-06,0.0016529490122682154,0.0,0.4,0.0
70,209221000,9684122,0,TRAVIATA,,Oil products tanker,Tanker,,,104,-1,-1,-1,-1,-1,17,80,24,15,2,0,11.754580743157716,4.212111502077628,14.0,15.9,0.0,14.0,0.01254535737391352,3.820280049419766,0.0,48.6,-35.0
71,566414000,9645413,0,SPIRIT II,,Oil products tanker,Tanker,,,252,-1,-1,-1,-1,-1,45,210,42,14,31,0,11.30245028221765,1.1462459310112163,11.6,13.3,7.4,12.0,0.002951416363348633,3.0691503720816966,0.0,19.7,-35.0
72,259319000,9108740,0,BERGSTRAUM,,Oil products tanker,Tanker,,,123,-1,-1,-1,-1,-1,20,103,20,10,10,0,12.007610012111426,2.9168165866643565,12.8,15.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
73,247698000,9114969,0,SAPPHIRE,,Oil products tanker,Tanker,,,142,-1,-1,-1,-1,-1,22,115,27,11,11,0,11.220347221774533,2.7942248596345496,11.9,14.7,0.0,12.0,0.0212974722306388,5.184948622244447,0.0,57.9,-86.4
74,256122000,9287883,0,THE DEPUTY,,Oil products tanker,Tanker,,,105,-1,-1,-1,-1,-1,16,80,25,10,6,0,10.724665237266876,2.4858308040133514,11.6,13.6,0.0,12.0,0.0,0.0,0.0,0.0,0.0
75,259372000,9118496,0,CHRISTINA,,Oil products tanker,Tanker,,,124,-1,-1,-1,-1,-1,20,99,25,10,10,0,11.626503183211506,2.5726354989304494,12.3,15.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
76,219021321,9427524,0,SILVER KENNA,,Oil products tanker,Tanker,,,92,-1,-1,-1,-1,-1,15,80,12,6,9,0,9.390075483733787,3.494401479354946,10.7,13.8,0.0,11.0,0.0,0.0,0.0,0.0,0.0
77,319061700,9330783,0,MID OSPREY,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,25,117,27,17,8,0,13.503233830845772,0.4034940784835918,13.6,14.1,12.1,14.0,0.0,0.0,0.0,0.0,0.0
78,219178000,9318228,0,SCORPIUS,,Oil products tanker,Tanker,,,130,-1,-1,-1,-1,-1,20,105,25,6,14,0,11.235687863308089,2.160877434444084,11.9,13.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0
79,211135000,9298193,0,SEASHARK,,Oil products tanker,Tanker,,,178,-1,-1,-1,-1,-1,28,19,159,14,14,0,12.169664130351244,1.327917606450466,12.2,16.1,5.5,12.0,0.0,0.0,0.0,0.0,0.0
80,256398000,9291597,0,YM JUPITER,,Oil products tanker,Tanker,,,148,-1,-1,-1,-1,-1,21,123,25,2,19,0,10.056356602778266,3.285253820901365,11.6,12.8,0.0,12.0,-0.14155090557411634,5.2166605771012,0.0,42.9,-37.5
81,311000335,9399492,0,CASCADE SPIRIT,,Oil products tanker,Tanker,,,275,-1,-1,-1,-1,-1,48,229,46,27,21,0,11.647162485065714,1.3663311399029796,12.1,14.0,6.8,12.0,0.20618279569892475,4.438392205609858,0.0,30.2,-35.0
82,249193000,9373632,0,M/T PATEA,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,114,30,11,12,0,8.53956132814474,3.1254328496512516,9.9,13.0,0.0,10.0,-0.013923282963561929,4.984686701835396,0.0,78.7,-51.6
83,566429000,9636632,0,MAERSK ADRIATIC,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,148,36,10,17,0,12.548467153284669,0.90379432075414,12.5,15.2,9.0,12.0,0.0,0.0,0.0,0.0,0.0
84,236213000,9268241,0,WILLY,,Oil products tanker,Tanker,,,106,-1,-1,-1,-1,-1,16,8,98,8,8,0,10.685504296698326,2.885888411935462,11.6,15.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
85,266235000,9301873,0,FURE WEST,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,22,120,24,5,17,0,11.352289430623735,3.086526281078644,12.0,17.1,0.0,12.0,-0.012078098566159138,1.3561835022237447,0.0,25.7,-27.9
86,538005404,9691735,0,STI WEMBLEY,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,27,149,34,21,6,0,11.585223763843715,2.2530010618219256,12.0,16.0,0.0,12.0,3.979853706067218e-05,0.010743172598257432,0.0,2.9,0.0
87,636017265,9333400,0,SCF NEVA,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,11,21,0,12.503466594633535,1.3660420298089504,12.8,14.9,0.0,13.0,0.6812263641274986,5.5709702613666865,0.0,45.7,-30.2
88,228330600,9333814,0,CHIBERTA,,Oil products tanker,Tanker,,,143,-1,-1,-1,-1,-1,23,120,23,11,12,0,9.339647015315556,3.2000988650732203,10.6,14.3,0.0,11.0,-0.06619610543632122,5.365426913683762,0.0,61.1,-67.9
89,211881000,9352303,0,SEATROUT,,Oil products tanker,Tanker,,,188,-1,-1,-1,-1,-1,32,16,172,16,16,0,11.365159257789244,3.3402973981377637,12.4,51.2,0.0,12.0,3.307534563736192e-06,0.0008133273896836151,0.0,0.2,0.0
90,249435000,9717278,0,CIELO DI CAPRI,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,148,36,21,6,0,12.382954871060171,1.9986834219435088,13.0,15.3,0.0,13.0,0.2010888252148997,3.4319013920861434,0.0,35.0,-42.9
91,257081000,9345350,0,FROYA,,Oil products tanker,Tanker,,,82,-1,-1,-1,-1,-1,13,75,7,7,6,0,8.039542530378842,3.8534226903337716,9.6,13.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0
92,236111951,9485356,0,BOTHNIA,,Oil products tanker,Tanker,,,118,-1,-1,-1,-1,-1,19,97,21,10,9,0,11.496949549497238,3.466135275078239,12.7,16.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
93,257005000,9105114,0,NINA VICTORY,,Oil products tanker,Tanker,,,181,-1,-1,-1,-1,-1,32,145,36,11,21,0,11.752492472398796,1.29157162897947,12.0,13.6,5.8,12.0,0.0,0.0,0.0,0.0,0.0
94,249246000,9373644,0,PATANI,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,134,10,11,12,0,9.627652441153874,3.2222140314012795,9.7,62.7,0.0,12.0,-0.012619030988801192,5.391950022060716,0.0,54.7,-48.6
95,220635000,9392468,0,TORM LOTTE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,157,26,23,9,0,12.359282894381051,1.4566271985751749,12.3,15.0,6.2,12.0,0.0,0.0,0.0,0.0,0.0
96,229406000,9290309,0,SEAGRACE,,Oil products tanker,Tanker,,,244,-1,-1,-1,-1,-1,42,203,41,16,26,0,11.474452594701116,1.785709080293933,11.5,16.2,3.9,12.0,0.0,0.0,0.0,0.0,0.0
97,257433000,9164524,0,EK-STAR,,Oil products tanker,Tanker,,,135,-1,-1,-1,-1,-1,21,116,19,10,11,0,11.388888888888891,2.7100189675338298,12.0,16.4,0.0,12.0,0.0,0.0,0.0,0.0,0.0
98,319137600,9416070,0,DREGGEN,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,25,120,25,17,8,0,11.5965737514518,2.452421202252093,12.1,14.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0
99,352182000,9400370,0,CHEMBULK JAKARTA,,Oil products tanker,Tanker,,,133,-1,-1,-1,-1,-1,24,106,27,7,17,0,12.99616082224909,0.5824002884413672,13.1,14.1,10.8,13.0,0.0,0.0,0.0,0.0,0.0
100,241279000,9458016,0,DELTA STAR,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,213,36,14,30,0,10.13315380011969,2.0633290473696664,10.9,13.2,3.7,12.0,0.0,0.0,0.0,0.0,0.0
101,249012000,9288863,0,SEAQUEEN,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,208,41,28,16,0,11.588800601814848,1.8825562093817216,12.1,14.4,3.0,12.0,0.0,0.0,0.0,0.0,0.0
102,257739000,9271248,0,ARCTIC PRINCESS,,Oil products tanker,Tanker,,,288,-1,-1,-1,-1,-1,49,223,65,28,21,0,14.881051106715054,1.903335341241124,14.9,18.6,4.6,14.0,0.0,0.0,0.0,0.0,0.0
103,249581000,9487380,0,MT ALAND,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,15,84,16,15,0,0,8.577809355334514,2.7864928441720447,9.6,12.7,0.0,10.0,-0.2572494659204052,7.6071906689641775,0.0,67.9,-64.5
104,246436000,9191668,0,DUTCH EMERALD,,Oil products tanker,Tanker,,,118,-1,-1,-1,-1,-1,16,10,108,8,8,0,12.85279183706523,2.8091442045411816,13.6,17.7,0.0,14.0,0.0,0.0,0.0,0.0,0.0
105,248531000,9791315,0,ARISTEA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,211,39,29,15,0,10.8808,0.99763839349537,11.2,12.3,5.1,11.0,0.02313548387096775,2.532942127213809,0.0,17.9,-17.9
106,565975000,9263203,0,HAFNIA ADAMELLO,,Oil products tanker,Tanker,,,181,-1,-1,-1,-1,-1,27,150,31,18,9,0,11.466521308225968,2.0698411830985566,12.0,14.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
107,220016000,9217333,0,AMAK SWAN,,Oil products tanker,Tanker,,,113,-1,-1,-1,-1,-1,17,98,15,1,16,0,10.060583482510037,3.3980811574622334,11.6,13.4,0.0,12.0,0.0,0.0,0.0,0.0,0.0
108,538005588,9320714,0,RIDGEBURY CAPTAIN DR,,Oil products tanker,Tanker,,,285,-1,-1,-1,-1,-1,51,255,30,26,25,0,12.451917203936205,1.4914020663306031,12.6,14.8,8.2,12.0,0.0,0.0,0.0,0.0,0.0
109,215924000,9292591,0,GEA,,Oil products tanker,Tanker,,,176,-1,-1,-1,-1,-1,31,143,33,25,6,0,12.370416284052649,0.9292606762995332,12.5,13.9,7.2,13.0,0.0,0.0,0.0,0.0,0.0
110,211523910,9588914,0,EBBA 2,,Oil products tanker,Tanker,,,50,-1,-1,-1,-1,-1,10,40,10,5,5,0,7.388768398341749,4.596824673760374,9.8,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,240657000,9345441,0,AEGEAN NOBILITY,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,209,40,15,29,0,10.717140737076427,2.370082066555286,12.0,14.2,5.3,12.0,0.2365075439030423,2.9643515948120087,0.0,21.6,-14.5
